 	Space Separator	Basic Latin	SPACE	space | 0x20
ⅵ	Letter Number	Number Forms	SMALL ROMAN NUMERAL SIX	small roman numeral six | 0x2175
ⅶ	Letter Number	Number Forms	SMALL ROMAN NUMERAL SEVEN	small roman numeral seven | 0x2176
ⅷ	Letter Number	Number Forms	SMALL ROMAN NUMERAL EIGHT	small roman numeral eight | 0x2177
ⅸ	Letter Number	Number Forms	SMALL ROMAN NUMERAL NINE	small roman numeral nine | 0x2178
ⅹ	Letter Number	Number Forms	SMALL ROMAN NUMERAL TEN	small roman numeral ten | 0x2179
ⅺ	Letter Number	Number Forms	SMALL ROMAN NUMERAL ELEVEN	small roman numeral eleven | 0x217a
ⅻ	Letter Number	Number Forms	SMALL ROMAN NUMERAL TWELVE	small roman numeral twelve | 0x217b
ⅼ	Letter Number	Number Forms	SMALL ROMAN NUMERAL FIFTY	small roman numeral fifty | 0x217c
ⅽ	Letter Number	Number Forms	SMALL ROMAN NUMERAL ONE HUNDRED	small roman numeral one hundred | 0x217d
ⅾ	Letter Number	Number Forms	SMALL ROMAN NUMERAL FIVE HUNDRED	small roman numeral five hundred | 0x217e
ⅿ	Letter Number	Number Forms	SMALL ROMAN NUMERAL ONE THOUSAND	small roman numeral one thousand | 0x217f
ↀ	Letter Number	Number Forms	ROMAN NUMERAL ONE THOUSAND C D	roman numeral one thousand c d | 0x2180
ↁ	Letter Number	Number Forms	ROMAN NUMERAL FIVE THOUSAND	roman numeral five thousand | 0x2181
ↂ	Letter Number	Number Forms	ROMAN NUMERAL TEN THOUSAND	roman numeral ten thousand | 0x2182
Ↄ	Uppercase Letter	Number Forms	ROMAN NUMERAL REVERSED ONE HUNDRED	roman numeral reversed one hundred | 0x2183
ↄ	Lowercase Letter	Number Forms	LATIN SMALL LETTER REVERSED C	latin small letter reversed c | 0x2184
ↅ	Letter Number	Number Forms	ROMAN NUMERAL SIX LATE FORM	roman numeral six late form | 0x2185
ↆ	Letter Number	Number Forms	ROMAN NUMERAL FIFTY EARLY FORM	roman numeral fifty early form | 0x2186
ↇ	Letter Number	Number Forms	ROMAN NUMERAL FIFTY THOUSAND	roman numeral fifty thousand | 0x2187
ↈ	Letter Number	Number Forms	ROMAN NUMERAL ONE HUNDRED THOUSAND	roman numeral one hundred thousand | 0x2188
↉	Other Number	Number Forms	VULGAR FRACTION ZERO THIRDS	vulgar fraction zero thirds | 0x2189
↊	Other Symbol	Number Forms	TURNED DIGIT TWO	turned digit two | 0x218a
↋	Other Symbol	Number Forms	TURNED DIGIT THREE	turned digit three | 0x218b
←	Mathematical Symbol	Arrows	LEFTWARDS ARROW	leftwards arrow | 0x2190 | \leftarrow
↑	Mathematical Symbol	Arrows	UPWARDS ARROW	upwards arrow | 0x2191 | \uparrow
→	Mathematical Symbol	Arrows	RIGHTWARDS ARROW	rightwards arrow | 0x2192 | \rightarrow
↓	Mathematical Symbol	Arrows	DOWNWARDS ARROW	downwards arrow | 0x2193 | \downarrow
↔	Mathematical Symbol	Arrows	LEFT RIGHT ARROW	left right arrow | 0x2194 | \leftrightarrow
↕	Other Symbol	Arrows	UP DOWN ARROW	up down arrow | 0x2195 | \updownarrow
↖	Other Symbol	Arrows	NORTH WEST ARROW	north west arrow | 0x2196 | \nwarrow
↗	Other Symbol	Arrows	NORTH EAST ARROW	north east arrow | 0x2197 | \nearrow
↘	Other Symbol	Arrows	SOUTH EAST ARROW	south east arrow | 0x2198 | \searrow
↙	Other Symbol	Arrows	SOUTH WEST ARROW	south west arrow | 0x2199 | \swarrow
↚	Mathematical Symbol	Arrows	LEFTWARDS ARROW WITH STROKE	leftwards arrow with stroke | 0x219a | \nleftarrow
↛	Mathematical Symbol	Arrows	RIGHTWARDS ARROW WITH STROKE	rightwards arrow with stroke | 0x219b | \nrightarrow
↜	Other Symbol	Arrows	LEFTWARDS WAVE ARROW	leftwards wave arrow | 0x219c
↝	Other Symbol	Arrows	RIGHTWARDS WAVE ARROW	rightwards wave arrow | 0x219d
↞	Other Symbol	Arrows	LEFTWARDS TWO HEADED ARROW	leftwards two headed arrow | 0x219e | \twoheadleftarrow
↟	Other Symbol	Arrows	UPWARDS TWO HEADED ARROW	upwards two headed arrow | 0x219f
↠	Mathematical Symbol	Arrows	RIGHTWARDS TWO HEADED ARROW	rightwards two headed arrow | 0x21a0 | \twoheadrightarrow
↡	Other Symbol	Arrows	DOWNWARDS TWO HEADED ARROW	downwards two headed arrow | 0x21a1
↢	Other Symbol	Arrows	LEFTWARDS ARROW WITH TAIL	leftwards arrow with tail | 0x21a2 | \leftarrowtail
↣	Mathematical Symbol	Arrows	RIGHTWARDS ARROW WITH TAIL	rightwards arrow with tail | 0x21a3 | \rightarrowtail
↤	Other Symbol	Arrows	LEFTWARDS ARROW FROM BAR	leftwards arrow from bar | 0x21a4 | \mapsfrom
↥	Other Symbol	Arrows	UPWARDS ARROW FROM BAR	upwards arrow from bar | 0x21a5 | \MapsUp
↦	Mathematical Symbol	Arrows	RIGHTWARDS ARROW FROM BAR	rightwards arrow from bar | 0x21a6 | \mapsto
↧	Other Symbol	Arrows	DOWNWARDS ARROW FROM BAR	downwards arrow from bar | 0x21a7 | \MapsDown
↨	Other Symbol	Arrows	UP DOWN ARROW WITH BASE	up down arrow with base | 0x21a8
↩	Other Symbol	Arrows	LEFTWARDS ARROW WITH HOOK	leftwards arrow with hook | 0x21a9 | \hookleftarrow
↪	Other Symbol	Arrows	RIGHTWARDS ARROW WITH HOOK	rightwards arrow with hook | 0x21aa | \hookrightarrow
↫	Other Symbol	Arrows	LEFTWARDS ARROW WITH LOOP	leftwards arrow with loop | 0x21ab | \looparrowleft
↬	Other Symbol	Arrows	RIGHTWARDS ARROW WITH LOOP	rightwards arrow with loop | 0x21ac | \looparrowright
↭	Other Symbol	Arrows	LEFT RIGHT WAVE ARROW	left right wave arrow | 0x21ad | \leftrightsquigarrow
↮	Mathematical Symbol	Arrows	LEFT RIGHT ARROW WITH STROKE	left right arrow with stroke | 0x21ae | \nleftrightarrow
↯	Other Symbol	Arrows	DOWNWARDS ZIGZAG ARROW	downwards zigzag arrow | 0x21af | \lightning
↰	Other Symbol	Arrows	UPWARDS ARROW WITH TIP LEFTWARDS	upwards arrow with tip leftwards | 0x21b0 | \Lsh
↱	Other Symbol	Arrows	UPWARDS ARROW WITH TIP RIGHTWARDS	upwards arrow with tip rightwards | 0x21b1 | \Rsh
↲	Other Symbol	Arrows	DOWNWARDS ARROW WITH TIP LEFTWARDS	downwards arrow with tip leftwards | 0x21b2 | \dlsh
↳	Other Symbol	Arrows	DOWNWARDS ARROW WITH TIP RIGHTWARDS	downwards arrow with tip rightwards | 0x21b3 | \drsh
↴	Other Symbol	Arrows	RIGHTWARDS ARROW WITH CORNER DOWNWARDS	rightwards arrow with corner downwards | 0x21b4
↵	Other Symbol	Arrows	DOWNWARDS ARROW WITH CORNER LEFTWARDS	downwards arrow with corner leftwards | 0x21b5
↶	Other Symbol	Arrows	ANTICLOCKWISE TOP SEMICIRCLE ARROW	anticlockwise top semicircle arrow | 0x21b6 | \curvearrowleft
↷	Other Symbol	Arrows	CLOCKWISE TOP SEMICIRCLE ARROW	clockwise top semicircle arrow | 0x21b7 | \curvearrowright
↸	Other Symbol	Arrows	NORTH WEST ARROW TO LONG BAR	north west arrow to long bar | 0x21b8
↹	Other Symbol	Arrows	LEFTWARDS ARROW TO BAR OVER RIGHTWARDS ARROW TO BAR	leftwards arrow to bar over rightwards arrow to bar | 0x21b9
↺	Other Symbol	Arrows	ANTICLOCKWISE OPEN CIRCLE ARROW	anticlockwise open circle arrow | 0x21ba | \circlearrowleft
↻	Other Symbol	Arrows	CLOCKWISE OPEN CIRCLE ARROW	clockwise open circle arrow | 0x21bb | \circlearrowright
↼	Other Symbol	Arrows	LEFTWARDS HARPOON WITH BARB UPWARDS	leftwards harpoon with barb upwards | 0x21bc | \leftharpoonup
↽	Other Symbol	Arrows	LEFTWARDS HARPOON WITH BARB DOWNWARDS	leftwards harpoon with barb downwards | 0x21bd | \leftharpoondown
↾	Other Symbol	Arrows	UPWARDS HARPOON WITH BARB RIGHTWARDS	upwards harpoon with barb rightwards | 0x21be | \upharpoonright
↿	Other Symbol	Arrows	UPWARDS HARPOON WITH BARB LEFTWARDS	upwards harpoon with barb leftwards | 0x21bf | \upharpoonleft
⇀	Other Symbol	Arrows	RIGHTWARDS HARPOON WITH BARB UPWARDS	rightwards harpoon with barb upwards | 0x21c0 | \rightharpoonup
⇁	Other Symbol	Arrows	RIGHTWARDS HARPOON WITH BARB DOWNWARDS	rightwards harpoon with barb downwards | 0x21c1 | \rightharpoondown
⇂	Other Symbol	Arrows	DOWNWARDS HARPOON WITH BARB RIGHTWARDS	downwards harpoon with barb rightwards | 0x21c2 | \downharpoonright
⇃	Other Symbol	Arrows	DOWNWARDS HARPOON WITH BARB LEFTWARDS	downwards harpoon with barb leftwards | 0x21c3 | \downharpoonleft
⇄	Other Symbol	Arrows	RIGHTWARDS ARROW OVER LEFTWARDS ARROW	rightwards arrow over leftwards arrow | 0x21c4 | \rightleftarrows
⇅	Other Symbol	Arrows	UPWARDS ARROW LEFTWARDS OF DOWNWARDS ARROW	upwards arrow leftwards of downwards arrow | 0x21c5 | \updownarrows
⇆	Other Symbol	Arrows	LEFTWARDS ARROW OVER RIGHTWARDS ARROW	leftwards arrow over rightwards arrow | 0x21c6 | \leftrightarrows
⇇	Other Symbol	Arrows	LEFTWARDS PAIRED ARROWS	leftwards paired arrows | 0x21c7 | \leftleftarrows
⇈	Other Symbol	Arrows	UPWARDS PAIRED ARROWS	upwards paired arrows | 0x21c8 | \upuparrows
⇉	Other Symbol	Arrows	RIGHTWARDS PAIRED ARROWS	rightwards paired arrows | 0x21c9 | \rightrightarrows
⇊	Other Symbol	Arrows	DOWNWARDS PAIRED ARROWS	downwards paired arrows | 0x21ca | \downdownarrows
⇋	Other Symbol	Arrows	LEFTWARDS HARPOON OVER RIGHTWARDS HARPOON	leftwards harpoon over rightwards harpoon | 0x21cb | \leftrightharpoons
⇌	Other Symbol	Arrows	RIGHTWARDS HARPOON OVER LEFTWARDS HARPOON	rightwards harpoon over leftwards harpoon | 0x21cc | \rightleftharpoons
⇍	Other Symbol	Arrows	LEFTWARDS DOUBLE ARROW WITH STROKE	leftwards double arrow with stroke | 0x21cd | \nLeftarrow
⇎	Mathematical Symbol	Arrows	LEFT RIGHT DOUBLE ARROW WITH STROKE	left right double arrow with stroke | 0x21ce | \nLeftrightarrow
⇏	Mathematical Symbol	Arrows	RIGHTWARDS DOUBLE ARROW WITH STROKE	rightwards double arrow with stroke | 0x21cf | \nRightarrow
⇐	Other Symbol	Arrows	LEFTWARDS DOUBLE ARROW	leftwards double arrow | 0x21d0 | \Leftarrow
⇑	Other Symbol	Arrows	UPWARDS DOUBLE ARROW	upwards double arrow | 0x21d1 | \Uparrow
⇒	Mathematical Symbol	Arrows	RIGHTWARDS DOUBLE ARROW	rightwards double arrow | 0x21d2 | \Rightarrow
⇓	Other Symbol	Arrows	DOWNWARDS DOUBLE ARROW	downwards double arrow | 0x21d3 | \Downarrow
⇔	Mathematical Symbol	Arrows	LEFT RIGHT DOUBLE ARROW	left right double arrow | 0x21d4 | \Leftrightarrow
⇕	Other Symbol	Arrows	UP DOWN DOUBLE ARROW	up down double arrow | 0x21d5 | \Updownarrow
⇖	Other Symbol	Arrows	NORTH WEST DOUBLE ARROW	north west double arrow | 0x21d6 | \Nwarrow
⇗	Other Symbol	Arrows	NORTH EAST DOUBLE ARROW	north east double arrow | 0x21d7 | \Nearrow
⇘	Other Symbol	Arrows	SOUTH EAST DOUBLE ARROW	south east double arrow | 0x21d8 | \Searrow
⇙	Other Symbol	Arrows	SOUTH WEST DOUBLE ARROW	south west double arrow | 0x21d9 | \Swarrow
⇚	Other Symbol	Arrows	LEFTWARDS TRIPLE ARROW	leftwards triple arrow | 0x21da | \Lleftarrow
⇛	Other Symbol	Arrows	RIGHTWARDS TRIPLE ARROW	rightwards triple arrow | 0x21db | \Rrightarrow
⇜	Other Symbol	Arrows	LEFTWARDS SQUIGGLE ARROW	leftwards squiggle arrow | 0x21dc | \leftsquigarrow
⇝	Other Symbol	Arrows	RIGHTWARDS SQUIGGLE ARROW	rightwards squiggle arrow | 0x21dd | \rightsquigarrow
⇞	Other Symbol	Arrows	UPWARDS ARROW WITH DOUBLE STROKE	upwards arrow with double stroke | 0x21de
⇟	Other Symbol	Arrows	DOWNWARDS ARROW WITH DOUBLE STROKE	downwards arrow with double stroke | 0x21df
⇠	Other Symbol	Arrows	LEFTWARDS DASHED ARROW	leftwards dashed arrow | 0x21e0 | \dashleftarrow
⇡	Other Symbol	Arrows	UPWARDS DASHED ARROW	upwards dashed arrow | 0x21e1
⇢	Other Symbol	Arrows	RIGHTWARDS DASHED ARROW	rightwards dashed arrow | 0x21e2 | \dashrightarrow
⇣	Other Symbol	Arrows	DOWNWARDS DASHED ARROW	downwards dashed arrow | 0x21e3
⇤	Other Symbol	Arrows	LEFTWARDS ARROW TO BAR	leftwards arrow to bar | 0x21e4 | \LeftArrowBar
⇥	Other Symbol	Arrows	RIGHTWARDS ARROW TO BAR	rightwards arrow to bar | 0x21e5 | \RightArrowBar
⇦	Other Symbol	Arrows	LEFTWARDS WHITE ARROW	leftwards white arrow | 0x21e6
⇧	Other Symbol	Arrows	UPWARDS WHITE ARROW	upwards white arrow | 0x21e7
⇨	Other Symbol	Arrows	RIGHTWARDS WHITE ARROW	rightwards white arrow | 0x21e8
⇩	Other Symbol	Arrows	DOWNWARDS WHITE ARROW	downwards white arrow | 0x21e9
⇪	Other Symbol	Arrows	UPWARDS WHITE ARROW FROM BAR	upwards white arrow from bar | 0x21ea
⇫	Other Symbol	Arrows	UPWARDS WHITE ARROW ON PEDESTAL	upwards white arrow on pedestal | 0x21eb
⇬	Other Symbol	Arrows	UPWARDS WHITE ARROW ON PEDESTAL WITH HORIZONTAL BAR	upwards white arrow on pedestal with horizontal bar | 0x21ec
⇭	Other Symbol	Arrows	UPWARDS WHITE ARROW ON PEDESTAL WITH VERTICAL BAR	upwards white arrow on pedestal with vertical bar | 0x21ed
⇮	Other Symbol	Arrows	UPWARDS WHITE DOUBLE ARROW	upwards white double arrow | 0x21ee
⇯	Other Symbol	Arrows	UPWARDS WHITE DOUBLE ARROW ON PEDESTAL	upwards white double arrow on pedestal | 0x21ef
⇰	Other Symbol	Arrows	RIGHTWARDS WHITE ARROW FROM WALL	rightwards white arrow from wall | 0x21f0
⇱	Other Symbol	Arrows	NORTH WEST ARROW TO CORNER	north west arrow to corner | 0x21f1
⇲	Other Symbol	Arrows	SOUTH EAST ARROW TO CORNER	south east arrow to corner | 0x21f2
⇳	Other Symbol	Arrows	UP DOWN WHITE ARROW	up down white arrow | 0x21f3
⇴	Mathematical Symbol	Arrows	RIGHT ARROW WITH SMALL CIRCLE	right arrow with small circle | 0x21f4
⇵	Mathematical Symbol	Arrows	DOWNWARDS ARROW LEFTWARDS OF UPWARDS ARROW	downwards arrow leftwards of upwards arrow | 0x21f5 | \downuparrows
⇶	Mathematical Symbol	Arrows	THREE RIGHTWARDS ARROWS	three rightwards arrows | 0x21f6
⇷	Mathematical Symbol	Arrows	LEFTWARDS ARROW WITH VERTICAL STROKE	leftwards arrow with vertical stroke | 0x21f7
⇸	Mathematical Symbol	Arrows	RIGHTWARDS ARROW WITH VERTICAL STROKE	rightwards arrow with vertical stroke | 0x21f8 | \pfun
⇹	Mathematical Symbol	Arrows	LEFT RIGHT ARROW WITH VERTICAL STROKE	left right arrow with vertical stroke | 0x21f9
⇺	Mathematical Symbol	Arrows	LEFTWARDS ARROW WITH DOUBLE VERTICAL STROKE	leftwards arrow with double vertical stroke | 0x21fa
⇻	Mathematical Symbol	Arrows	RIGHTWARDS ARROW WITH DOUBLE VERTICAL STROKE	rightwards arrow with double vertical stroke | 0x21fb | \ffun
⇼	Mathematical Symbol	Arrows	LEFT RIGHT ARROW WITH DOUBLE VERTICAL STROKE	left right arrow with double vertical stroke | 0x21fc
⇽	Mathematical Symbol	Arrows	LEFTWARDS OPEN-HEADED ARROW	leftwards open-headed arrow | 0x21fd | \leftarrowtriangle
⇾	Mathematical Symbol	Arrows	RIGHTWARDS OPEN-HEADED ARROW	rightwards open-headed arrow | 0x21fe | \rightarrowtriangle
⇿	Mathematical Symbol	Arrows	LEFT RIGHT OPEN-HEADED ARROW	left right open-headed arrow | 0x21ff | \leftrightarrowtriangle
∀	Mathematical Symbol	Mathematical Operators	FOR ALL	for all | 0x2200 | \forall
∁	Mathematical Symbol	Mathematical Operators	COMPLEMENT	complement | 0x2201 | \complement
∂	Mathematical Symbol	Mathematical Operators	PARTIAL DIFFERENTIAL	partial differential | 0x2202 | \partial
∃	Mathematical Symbol	Mathematical Operators	THERE EXISTS	there exists | 0x2203 | \exists
∄	Mathematical Symbol	Mathematical Operators	THERE DOES NOT EXIST	there does not exist | 0x2204 | \nexists
∅	Mathematical Symbol	Mathematical Operators	EMPTY SET	empty set | 0x2205 | \varnothing
∆	Mathematical Symbol	Mathematical Operators	INCREMENT	increment | 0x2206
∇	Mathematical Symbol	Mathematical Operators	NABLA	nabla | 0x2207 | \nabla
∈	Mathematical Symbol	Mathematical Operators	ELEMENT OF	element of | 0x2208 | \in
∉	Mathematical Symbol	Mathematical Operators	NOT AN ELEMENT OF	not an element of | 0x2209 | \notin
∊	Mathematical Symbol	Mathematical Operators	SMALL ELEMENT OF	small element of | 0x220a
∋	Mathematical Symbol	Mathematical Operators	CONTAINS AS MEMBER	contains as member | 0x220b | \ni
∌	Mathematical Symbol	Mathematical Operators	DOES NOT CONTAIN AS MEMBER	does not contain as member | 0x220c | \nni
∍	Mathematical Symbol	Mathematical Operators	SMALL CONTAINS AS MEMBER	small contains as member | 0x220d
∎	Mathematical Symbol	Mathematical Operators	END OF PROOF	end of proof | 0x220e
∏	Mathematical Symbol	Mathematical Operators	N-ARY PRODUCT	n-ary product | 0x220f | \prod
∐	Mathematical Symbol	Mathematical Operators	N-ARY COPRODUCT	n-ary coproduct | 0x2210 | \coprod
∑	Mathematical Symbol	Mathematical Operators	N-ARY SUMMATION	n-ary summation | 0x2211 | \sum
−	Mathematical Symbol	Mathematical Operators	MINUS SIGN	minus sign | 0x2212
∓	Mathematical Symbol	Mathematical Operators	MINUS-OR-PLUS SIGN	minus-or-plus sign | 0x2213 | \mp
∔	Mathematical Symbol	Mathematical Operators	DOT PLUS	dot plus | 0x2214 | \dotplus
∕	Mathematical Symbol	Mathematical Operators	DIVISION SLASH	division slash | 0x2215 | \slash
∖	Mathematical Symbol	Mathematical Operators	SET MINUS	set minus | 0x2216 | \smallsetminus
∗	Mathematical Symbol	Mathematical Operators	ASTERISK OPERATOR	asterisk operator | 0x2217 | \ast
∘	Mathematical Symbol	Mathematical Operators	RING OPERATOR	ring operator | 0x2218 | \circ
∙	Mathematical Symbol	Mathematical Operators	BULLET OPERATOR	bullet operator | 0x2219 | \bullet
√	Mathematical Symbol	Mathematical Operators	SQUARE ROOT	square root | 0x221a | \sqrt
∛	Mathematical Symbol	Mathematical Operators	CUBE ROOT	cube root | 0x221b | \sqrt[3]
∜	Mathematical Symbol	Mathematical Operators	FOURTH ROOT	fourth root | 0x221c | \sqrt[4]
∝	Mathematical Symbol	Mathematical Operators	PROPORTIONAL TO	proportional to | 0x221d | \propto
∞	Mathematical Symbol	Mathematical Operators	INFINITY	infinity | 0x221e | \infty
∟	Mathematical Symbol	Mathematical Operators	RIGHT ANGLE	right angle | 0x221f | \rightangle
∠	Mathematical Symbol	Mathematical Operators	ANGLE	angle | 0x2220 | \angle
∡	Mathematical Symbol	Mathematical Operators	MEASURED ANGLE	measured angle | 0x2221 | \measuredangle
∢	Mathematical Symbol	Mathematical Operators	SPHERICAL ANGLE	spherical angle | 0x2222 | \sphericalangle
∣	Mathematical Symbol	Mathematical Operators	DIVIDES	divides | 0x2223 | \mid
∤	Mathematical Symbol	Mathematical Operators	DOES NOT DIVIDE	does not divide | 0x2224 | \nmid
∥	Mathematical Symbol	Mathematical Operators	PARALLEL TO	parallel to | 0x2225 | \parallel
∦	Mathematical Symbol	Mathematical Operators	NOT PARALLEL TO	not parallel to | 0x2226 | \nparallel
∧	Mathematical Symbol	Mathematical Operators	LOGICAL AND	logical and | 0x2227 | \wedge
∨	Mathematical Symbol	Mathematical Operators	LOGICAL OR	logical or | 0x2228 | \vee
∩	Mathematical Symbol	Mathematical Operators	INTERSECTION	intersection | 0x2229 | \cap
∪	Mathematical Symbol	Mathematical Operators	UNION	union | 0x222a | \cup
∫	Mathematical Symbol	Mathematical Operators	INTEGRAL	integral | 0x222b | \int
∬	Mathematical Symbol	Mathematical Operators	DOUBLE INTEGRAL	double integral | 0x222c | \iint
∭	Mathematical Symbol	Mathematical Operators	TRIPLE INTEGRAL	triple integral | 0x222d | \iiint
∮	Mathematical Symbol	Mathematical Operators	CONTOUR INTEGRAL	contour integral | 0x222e | \oint
∯	Mathematical Symbol	Mathematical Operators	SURFACE INTEGRAL	surface integral | 0x222f | \oiint
∰	Mathematical Symbol	Mathematical Operators	VOLUME INTEGRAL	volume integral | 0x2230 | \oiiint
∱	Mathematical Symbol	Mathematical Operators	CLOCKWISE INTEGRAL	clockwise integral | 0x2231
∲	Mathematical Symbol	Mathematical Operators	CLOCKWISE CONTOUR INTEGRAL	clockwise contour integral | 0x2232 | \varointclockwise
∳	Mathematical Symbol	Mathematical Operators	ANTICLOCKWISE CONTOUR INTEGRAL	anticlockwise contour integral | 0x2233 | \ointctrclockwise
∴	Mathematical Symbol	Mathematical Operators	THEREFORE	therefore | 0x2234 | \therefore
∵	Mathematical Symbol	Mathematical Operators	BECAUSE	because | 0x2235 | \because
∶	Mathematical Symbol	Mathematical Operators	RATIO	ratio | 0x2236
∷	Mathematical Symbol	Mathematical Operators	PROPORTION	proportion | 0x2237 | \Proportion
∸	Mathematical Symbol	Mathematical Operators	DOT MINUS	dot minus | 0x2238
∹	Mathematical Symbol	Mathematical Operators	EXCESS	excess | 0x2239 | \eqcolon
∺	Mathematical Symbol	Mathematical Operators	GEOMETRIC PROPORTION	geometric proportion | 0x223a
∻	Mathematical Symbol	Mathematical Operators	HOMOTHETIC	homothetic | 0x223b
∼	Mathematical Symbol	Mathematical Operators	TILDE OPERATOR	tilde operator | 0x223c | \sim
∽	Mathematical Symbol	Mathematical Operators	REVERSED TILDE	reversed tilde | 0x223d | \backsim
∾	Mathematical Symbol	Mathematical Operators	INVERTED LAZY S	inverted lazy s | 0x223e
∿	Mathematical Symbol	Mathematical Operators	SINE WAVE	sine wave | 0x223f | \AC
≀	Mathematical Symbol	Mathematical Operators	WREATH PRODUCT	wreath product | 0x2240 | \wr
≁	Mathematical Symbol	Mathematical Operators	NOT TILDE	not tilde | 0x2241 | \nsim
≂	Mathematical Symbol	Mathematical Operators	MINUS TILDE	minus tilde | 0x2242 | \eqsim
≃	Mathematical Symbol	Mathematical Operators	ASYMPTOTICALLY EQUAL TO	asymptotically equal to | 0x2243 | \simeq
≄	Mathematical Symbol	Mathematical Operators	NOT ASYMPTOTICALLY EQUAL TO	not asymptotically equal to | 0x2244 | \nsimeq
≅	Mathematical Symbol	Mathematical Operators	APPROXIMATELY EQUAL TO	approximately equal to | 0x2245 | \cong
≆	Mathematical Symbol	Mathematical Operators	APPROXIMATELY BUT NOT ACTUALLY EQUAL TO	approximately but not actually equal to | 0x2246
≇	Mathematical Symbol	Mathematical Operators	NEITHER APPROXIMATELY NOR ACTUALLY EQUAL TO	neither approximately nor actually equal to | 0x2247 | \ncong
≈	Mathematical Symbol	Mathematical Operators	ALMOST EQUAL TO	almost equal to | 0x2248 | \approx
≉	Mathematical Symbol	Mathematical Operators	NOT ALMOST EQUAL TO	not almost equal to | 0x2249 | \napprox
≊	Mathematical Symbol	Mathematical Operators	ALMOST EQUAL OR EQUAL TO	almost equal or equal to | 0x224a | \approxeq
≋	Mathematical Symbol	Mathematical Operators	TRIPLE TILDE	triple tilde | 0x224b
≌	Mathematical Symbol	Mathematical Operators	ALL EQUAL TO	all equal to | 0x224c
≍	Mathematical Symbol	Mathematical Operators	EQUIVALENT TO	equivalent to | 0x224d | \asymp
≎	Mathematical Symbol	Mathematical Operators	GEOMETRICALLY EQUIVALENT TO	geometrically equivalent to | 0x224e | \Bumpeq
≏	Mathematical Symbol	Mathematical Operators	DIFFERENCE BETWEEN	difference between | 0x224f | \bumpeq
≐	Mathematical Symbol	Mathematical Operators	APPROACHES THE LIMIT	approaches the limit | 0x2250 | \doteq
≑	Mathematical Symbol	Mathematical Operators	GEOMETRICALLY EQUAL TO	geometrically equal to | 0x2251 | \Doteq
≒	Mathematical Symbol	Mathematical Operators	APPROXIMATELY EQUAL TO OR THE IMAGE OF	approximately equal to or the image of | 0x2252 | \fallingdotseq
≓	Mathematical Symbol	Mathematical Operators	IMAGE OF OR APPROXIMATELY EQUAL TO	image of or approximately equal to | 0x2253 | \risingdotseq
≔	Mathematical Symbol	Mathematical Operators	COLON EQUALS	colon equals | 0x2254 | \coloneq
≕	Mathematical Symbol	Mathematical Operators	EQUALS COLON	equals colon | 0x2255 | \eqcolon
≖	Mathematical Symbol	Mathematical Operators	RING IN EQUAL TO	ring in equal to | 0x2256 | \eqcirc
≗	Mathematical Symbol	Mathematical Operators	RING EQUAL TO	ring equal to | 0x2257 | \circeq
≘	Mathematical Symbol	Mathematical Operators	CORRESPONDS TO	corresponds to | 0x2258
≙	Mathematical Symbol	Mathematical Operators	ESTIMATES	estimates | 0x2259 | \corresponds
≚	Mathematical Symbol	Mathematical Operators	EQUIANGULAR TO	equiangular to | 0x225a
≛	Mathematical Symbol	Mathematical Operators	STAR EQUALS	star equals | 0x225b
≜	Mathematical Symbol	Mathematical Operators	DELTA EQUAL TO	delta equal to | 0x225c | \triangleq
≝	Mathematical Symbol	Mathematical Operators	EQUAL TO BY DEFINITION	equal to by definition | 0x225d
≞	Mathematical Symbol	Mathematical Operators	MEASURED BY	measured by | 0x225e
≟	Mathematical Symbol	Mathematical Operators	QUESTIONED EQUAL TO	questioned equal to | 0x225f
≠	Mathematical Symbol	Mathematical Operators	NOT EQUAL TO	not equal to | 0x2260 | \neq
≡	Mathematical Symbol	Mathematical Operators	IDENTICAL TO	identical to | 0x2261 | \equiv
≢	Mathematical Symbol	Mathematical Operators	NOT IDENTICAL TO	not identical to | 0x2262 | \nequiv
≣	Mathematical Symbol	Mathematical Operators	STRICTLY EQUIVALENT TO	strictly equivalent to | 0x2263
≤	Mathematical Symbol	Mathematical Operators	LESS-THAN OR EQUAL TO	less-than or equal to | 0x2264 | \leq
≥	Mathematical Symbol	Mathematical Operators	GREATER-THAN OR EQUAL TO	greater-than or equal to | 0x2265 | \geq
≦	Mathematical Symbol	Mathematical Operators	LESS-THAN OVER EQUAL TO	less-than over equal to | 0x2266 | \leqq
≧	Mathematical Symbol	Mathematical Operators	GREATER-THAN OVER EQUAL TO	greater-than over equal to | 0x2267 | \geqq
≨	Mathematical Symbol	Mathematical Operators	LESS-THAN BUT NOT EQUAL TO	less-than but not equal to | 0x2268 | \lneqq
≩	Mathematical Symbol	Mathematical Operators	GREATER-THAN BUT NOT EQUAL TO	greater-than but not equal to | 0x2269 | \gneqq
≪	Mathematical Symbol	Mathematical Operators	MUCH LESS-THAN	much less-than | 0x226a | \ll
≫	Mathematical Symbol	Mathematical Operators	MUCH GREATER-THAN	much greater-than | 0x226b | \gg
≬	Mathematical Symbol	Mathematical Operators	BETWEEN	between | 0x226c | \between
≭	Mathematical Symbol	Mathematical Operators	NOT EQUIVALENT TO	not equivalent to | 0x226d | \notasymp
≮	Mathematical Symbol	Mathematical Operators	NOT LESS-THAN	not less-than | 0x226e | \nless
